timesteps,X:VCD,X:Glc,X:Lac,X:Titer,W:Feed
8.0,8.153434943282626,78.85933822620683,89.5941838255521,463.7142285131992,19.081632653061224
9.0,5.329460673311844,90.44847284105865,99.3928495418756,551.6325993334557,19.081632653061224
10.0,3.14372471445888,104.8797826290292,105.4740473218795,608.2207631731609,0.0
11.0,1.7669202575842775,119.53418654560204,108.9699250499719,641.4045985098942,0.0
12.0,0.9787333701850192,118.04401028491286,110.918427122675,660.0958645554078,0.0
13.0,0.5395471576727975,117.22054934864067,111.99516193361828,670.481486260618,0.0
14.0,0.2966820616676253,116.76720197022738,112.58794736476844,676.2162592557202,0.0
0.0,0.6173469387755102,40.20408163265306,0.0,0.0,0.0
1.0,1.8393336824263824,39.3106253406875,1.866469333291912,0.0805992014021038,0.0
2.0,4.76347819968831,36.83461707271391,7.039248680252867,1.8724719368459048,19.693877551020407
3.0,9.519503140279811,41.29851545118337,18.704626424131312,19.41861755313492,19.693877551020407
4.0,13.897096050739306,51.58422234292109,38.35496070782931,91.75328005105564,19.693877551020407
5.0,15.469914296467806,59.42037843500661,63.1173995632141,241.06314503965848,19.693877551020407
6.0,14.064178274367205,67.24029203773658,87.91110486552529,434.5519776483289,19.693877551020407
7.0,10.784332549589733,77.00259730155591,108.64700768237822,619.9756875720175,19.693877551020407
8.0,7.024161263041686,89.6529978703625,123.35156668084312,761.4441456682614,19.693877551020407
9.0,4.060211714152641,105.02858325349617,132.36601726278963,851.6236464360761,19.693877551020407
10.0,2.225243161400361,122.29644922822447,137.42994602457176,903.333097571553,0.0
11.0,1.198139824795706,128.01353314088,140.17843995403726,931.7008737773178,0.0
12.0,0.6414845918398311,127.30657682739415,141.65402443925203,947.0117744048353,0.0
13.0,0.3424920004434781,126.92861071812789,142.44293058550818,955.2202498945722,0.0
14.0,0.1825893379791691,126.72696474831358,142.86381460240204,959.6058930504475,0.0
0.0,0.7908163265306123,66.3265306122449,0.0,0.0,0.0
1.0,2.2233342240594665,64.9018084421659,2.1935506074183557,0.100395228326079,15.408163265306122
2.0,5.189819500047023,74.46646692324572,7.801298168106945,2.471584704867094,15.408163265306122
3.0,8.648482942575908,82.75195820225221,18.766174317262404,20.810314349562,15.408163265306122
4.0,9.89213218339913,88.4608121252639,33.69689018464,75.25006587798005,15.408163265306122
5.0,8.48011217599898,94.35032349278424,48.34900066558672,155.21180957123823,15.408163265306122
6.0,6.030387208242467,102.35264420922908,59.74842585087358,231.3966660922219,15.408163265306122
7.0,3.83431965046864,112.78820578337243,67.40216019026191,288.1189053801796,15.408163265306122
8.0,2.2927149728665563,125.13254274305396,72.1177330616482,325.0105400678119,0.0
9.0,1.3293309225353016,124.74568445028515,74.89252493334618,347.3566646464407,0.0
10.0,0.7591389409901108,123.70828935213474,76.48915967702284,360.4174988213081,0.0
11.0,0.4298972793384327,123.11833121458756,77.39715527981402,367.9092782306117,0.0
12.0,0.2423196690989927,122.78502933027806,77.91013594557718,372.1621491359598,0.0
13.0,0.1362354666329924,122.59740576605402,78.1989052220856,374.5625824428543,0.0
14.0,0.0764834617843639,122.49199994699929,78.36113418904017,375.9131407266119,0.0
0.0,0.8724489795918368,54.08163265306122,0.0,0.0,0.0
1.0,2.327450417335682,52.32453548724165,2.271716977830502,0.1292531886788032,0.0
2.0,5.302229080189516,48.00670790060231,7.854473161355809,2.811811054279715,19.89795918367347
3.0,9.382915401755742,52.80978895442207,18.971708052051884,23.20550382163473,19.89795918367347
4.0,12.45876223358994,59.67166365361268,35.82484903801885,91.22866564904736,19.89795918367347
5.0,13.000921335581488,64.36116287789906,55.484937664768005,213.66138340861409,19.89795918367347
6.0,11.354064624495637,69.78971877901188,74.18856957963564,360.48179504747,19.89795918367347
7.0,8.53677594789,77.9393717582966,89.37381330601042,495.63502362499145,19.89795918367347
8.0,5.544672913732412,89.59672510578096,100.02434710219111,597.2236779261053,0.0
9.0,3.240925051389084,94.88781273549858,106.56762036581328,662.0367074378605,0.0
10.0,1.866988108037708,91.9609809279264,110.35013494198267,700.2481804040611,0.0
11.0,1.0767488544223136,90.2743358499412,112.52991365924176,722.5010954289212,0.0
12.0,0.6221397684347698,89.30079949433396,113.78809838136668,735.4205903119163,0.0
13.0,0.359995999048859,88.73790326458321,114.51558106094842,742.9151800957571,0.0
14.0,0.2085132104697249,88.41203209326693,114.936735596877,747.2620778238343,0.0
0.0,0.9744897959183674,55.71428571428572,0.0,0.0,0.0
1.0,2.406921302247812,54.04229265312258,2.1740074735550605,0.1191344970680277,0.0
2.0,5.196041068887806,50.19044815252949,7.182608258476706,2.2379543730029474,17.448979591836736
3.0,9.018136271163266,56.66345377265392,16.82510229378721,17.6686268146821,17.448979591836736
4.0,11.975281156400662,62.94630603076002,31.34268820461444,70.79210067044147,17.448979591836736
5.0,12.472876584537527,67.36240093890267,48.28624408120008,170.7629621239597,17.448979591836736
6.0,10.74865387739688,72.50080654941964,64.28995969884735,293.6414359032689,17.448979591836736
7.0,7.898282124391004,80.1355041391731,77.04776277507078,406.8318234868232,17.448979591836736
8.0,5.015423771955666,90.8600281640686,85.78842522037073,490.7890370390738,0.0
9.0,2.8668906881316008,99.09780809177174,91.04929514777176,543.5352893767821,0.0
10.0,1.5952036675723131,96.82391152015649,94.00474366506025,573.8362605087634,0.0
11.0,0.883499604044254,95.56174721339072,95.64522970427242,590.8523186228688,0.0
12.0,0.4883827704146793,94.86342162097333,96.55287676695592,600.3258243064748,0.0
13.0,0.2697342502902922,94.47756919225226,97.054389027165,605.5779966984201,0.0
14.0,0.1489124435385337,94.2645083447324,97.331315646952,608.4835154549434,0.0
0.0,0.7806122448979591,67.14285714285714,0.0,0.0,0.0
1.0,1.975598501172804,65.72262111008826,1.916223707605735,0.0684760856557625,0.0
2.0,4.447145355804954,62.33899756102318,6.481636373842608,1.419909024026719,18.877551020408163
3.0,8.222007631588548,55.86087499300016,15.742076047399967,12.974359746806352,18.877551020408163
4.0,11.810855568464037,63.63048603140288,30.7303924619266,60.01220329000836,18.877551020408163
5.0,13.202788595684126,68.5499478631087,49.56309399414012,161.81840299179677,18.877551020408163
6.0,12.11249067562794,73.3580779196577,68.54508580701972,300.87029124327046,18.877551020408163
7.0,9.4917369807142,80.30501123095608,84.64064208273174,440.31555861369503,18.877551020408163
8.0,6.47725387266102,90.44056467752864,96.4336875563552,552.4775099714313,18.877551020408163
9.0,3.982074568663462,103.65677129603148,104.07036255435077,628.9702012520282,18.877551020408163
10.0,2.317558052215487,119.15240642675616,108.63197524096528,675.981959241405,0.0
11.0,1.3188287116986093,133.19526386484125,111.25534115276618,703.4448217414291,0.0
12.0,0.7439866778063171,132.09349753140145,112.74131598613712,719.1329460060222,0.0
13.0,0.4179559136359603,131.47324993444937,113.577859978804,728.0050414796943,0.0
14.0,0.2342622485018471,131.12522304466037,114.04725326605498,732.9958800156783,0.0
0.0,0.7295918367346939,56.53061224489796,0.0,0.0,0.0
1.0,2.2505276992118386,55.32956552576817,2.243958200027949,0.1012025981276605,0.0
2.0,5.756846967199105,51.96887747098334,8.523091057701478,2.7202639401550184,14.183673469387756
3.0,10.651374604582667,55.45175427907439,22.02505899374238,25.946291951340097,14.183673469387756
4.0,13.779990523471408,58.64166030227109,42.56465569657718,104.55968898992953,14.183673469387756
5.0,13.661272552598792,60.52459420873051,65.54531000542516,237.42432217784472,14.183673469387756
6.0,11.410021845873027,63.5659352103408,86.36115270011925,385.7596767399676,14.183673469387756
7.0,8.391262132032626,69.0079158344245,102.69136210007946,515.6947127178214,14.183673469387756
8.0,5.433289941751308,77.12764839367868,114.01852655478228,611.4373805988364,14.183673469387756
9.0,3.062335558796292,87.62684618186968,120.90042892063524,671.5705931211872,0.0
10.0,1.5495839975266816,95.35728979796336,124.57629681718988,704.2589949515327,0.0
11.0,0.7674467069216043,94.37636391008608,126.40832354825189,720.6883271094672,0.0
12.0,0.3797836815105751,93.89075940271,127.3152667728905,728.8537430043472,0.0
13.0,0.1878918071388641,93.6504884837088,127.7640116394374,732.9016580530529,0.0
14.0,0.09294639830802,93.53162545237578,127.98600783384062,734.9060666799251,0.0
0.0,0.6989795918367347,57.3469387755102,0.0,0.0,0.0
1.0,1.848104962271837,56.26328141499867,1.6793980299494815,0.0851032436703326,11.53061224489796
2.0,4.275239539329713,61.11818356473742,5.825279816564676,1.6658115757244931,11.53061224489796
3.0,7.758151399559654,67.19682852618769,14.27356176357438,14.546461217109194,11.53061224489796
4.0,10.377011125677477,70.32245701569198,27.297157467115877,61.856051928684174,11.53061224489796
5.0,10.64641962815131,72.10170042398552,42.40664958688576,151.27308669024367,11.53061224489796
6.0,9.028929257551075,74.576588215411,56.43799757399171,259.1592993253078,11.53061224489796
7.0,6.646146575884176,78.95127698119116,67.52538375231104,357.334846431788,11.53061224489796
8.0,4.340519317462716,85.50870626123897,75.23050405709591,431.0590970254083,0.0
9.0,2.593373670872533,87.70211038857562,80.0340985431344,479.022153470829,0.0
10.0,1.5281691419509686,85.86798924811929,82.87566487240495,508.0532921590253,0.0
11.0,0.8995307180450183,84.78793917261947,84.54898020684811,525.365934354859,0.0
12.0,0.5295521527654201,84.1521917968171,85.5339459906819,535.6297084406955,0.0
13.0,0.311842208648604,83.77787674575289,86.11387571389295,541.6976620375669,0.0
14.0,0.1836859247616231,83.55742278372415,86.4554277707369,545.27993727455,0.0
0.0,0.8418367346938775,54.89795918367347,0.0,0.0,0.0
1.0,2.2789376634822687,53.83097725200842,1.936573425915886,0.1028398753471017,0.0
2.0,5.398066543095938,51.135170054284416,6.829628620347621,2.103522354496929,17.244897959183675
3.0,10.156482702407544,48.65346404036791,17.08542047827603,19.1988180976768,17.244897959183675
4.0,14.449290906131306,56.75047501717443,33.68920844131243,85.1350472831614,17.244897959183675
5.0,15.978352785495437,62.62869783627702,54.31801760252742,219.1183953406561,17.244897959183675
6.0,14.576748915106055,68.50787888685004,74.94360934324902,393.9596615083559,17.244897959183675
7.0,11.378259295196262,76.15521464524201,92.35928951478154,564.5612087274179,17.244897959183675
8.0,7.682741940655455,86.41064303572327,105.04138844957716,699.1155234613333,0.0
9.0,4.608446080818723,98.32486114462506,113.1173391723332,788.6518291426167,0.0
10.0,2.647979593740628,95.72525521914292,117.83371942641146,842.1815810738857,0.0
11.0,1.514662535836207,94.23513508473134,120.5372260817002,873.2435171883614,0.0
12.0,0.8649572065986112,93.3835594751364,122.08223916974812,891.1142870152056,0.0
13.0,0.4936224262432949,92.89742769084626,122.96423137950454,901.354027797561,0.0
14.0,0.2816301431882249,92.62003538179069,123.46750725239096,907.2091784828596,0.0
0.0,0.923469387755102,37.755102040816325,0.0,0.0,0.0
1.0,2.4674952847066307,36.57677271180029,2.2045774470236106,0.1470472010409363,16.224489795918366
2.0,5.654656303058643,46.25251666763304,7.641883100611657,2.9395090312997345,16.224489795918366
3.0,10.097201515633571,56.64085612713366,18.55674420310442,23.907085129044823,16.224489795918366
4.0,13.556644471846797,63.93010853230757,35.26530286784005,94.4340857277404,16.224489795918366
5.0,14.307623198609583,69.61138526768147,54.97920848857748,222.15876723868627,16.224489795918366
6.0,12.606972734825222,75.70522885017883,73.92058498359414,376.173402702402,16.224489795918366
7.0,9.626816830604502,83.61823357971268,89.45973831766962,519.0120298827978,16.224489795918366
8.0,6.544446803442491,93.8505805221179,100.66193693639848,629.2136941295797,16.224489795918366
9.0,4.115593536052588,106.16011549019908,107.98040575765472,703.9973447636482,0.0
10.0,2.4987668493627453,106.89271438768871,112.49289873095236,751.0994673201072,0.0
11.0,1.5030636983007923,105.43418230466489,115.2193343478992,779.894701007298,0.0
12.0,0.8997281702794723,104.55902351663788,116.85527810935798,797.2898945846578,0.0
13.0,0.5371112374189292,104.03588709514992,117.83318579088176,807.7290935704646,0.0
14.0,0.3201425755581251,103.72383714409824,118.41650712461951,813.9704468733556,0.0
0.0,0.596938775510204,50.0,0.0,0.0,0.0
1.0,1.5608371339147178,49.09157529517094,1.462853690999637,0.0556307506924713,0.0
2.0,3.647331351529664,46.84955829669319,5.073336681969035,1.1065410833519418,13.775510204081632
3.0,6.962771213924969,48.604170355828494,12.660230851131171,10.442983811546242,13.775510204081632
4.0,10.19507559703228,54.57199337246716,25.232508578399084,49.7319003225286,13.775510204081632
5.0,11.598509578671898,58.36389194187862,41.307290770199714,136.7043717804452,13.775510204081632
6.0,10.884080774492324,61.88214335467829,57.82184158492357,257.8011614687863,13.775510204081632
7.0,8.851564606648125,66.70762201746292,72.23096168957767,382.7422886002216,13.775510204081632
8.0,6.34609931995668,73.63003288664736,83.26341754953935,487.86676658106586,13.775510204081632
9.0,3.988012007506024,82.78253116993254,90.70522924185808,562.6715615249985,13.775510204081632
10.0,2.21807731028272,93.81695568052636,95.11732108367188,608.3546958190284,0.0
11.0,1.1477251655777574,98.95564472697004,97.47899681646844,633.1935451255907,0.0
12.0,0.587544586714998,98.20184536432616,98.69224529926088,646.0518497587835,0.0
13.0,0.30012672922519,97.816392253681,99.31263835102392,652.6518651413129,0.0
14.0,0.1531511806757734,97.61960461531294,99.62937170511216,656.027854624254,0.0
0.0,0.6887755102040816,53.265306122448976,0.0,0.0,0.0
1.0,2.029318430344991,52.07762276098589,1.9486693387676397,0.0957275931281071,0.0
2.0,5.09606459448939,48.85648769794223,7.233907153871678,2.1989010548873216,16.836734693877553
3.0,9.66449020086537,45.675942234273386,18.655652259929067,21.008466194877247,16.836734693877553
4.0,13.262917411504043,51.44183740483195,36.821238159666514,90.19693953948467,16.836734693877553
5.0,14.005601884046005,55.10349177204707,58.43775305560913,219.60531486072665,16.836734693877553
6.0,12.38037854109164,59.27795539849706,79.2116435858596,377.135888175285,16.836734693877553
7.0,9.597991474053645,65.63004245517226,96.41166814671342,525.2129981916805,16.836734693877553
8.0,6.523037843825477,74.81560802644988,108.96228662742594,641.1756714731843,0.0
9.0,3.840589775698148,80.78657448356496,116.92184996449268,717.6803021019153,0.0
10.0,2.2196587973774524,77.9829296661077,121.52041084071284,762.8002614230991,0.0
11.0,1.300378864615394,76.351828471724,124.19580393108706,789.3356986651899,0.0
12.0,0.7684830420751022,75.39214007585592,125.76993807966964,805.0428185578367,0.0
13.0,0.4565770271986459,74.82349025196835,126.70267532390474,814.3821516360006,0.0
14.0,0.2721392414066705,74.48509743633007,127.25773195905832,819.9510724635422,0.0
0.0,0.7397959183673469,42.6530612244898,0.0,0.0,0.0
1.0,2.0932798335703744,41.0850704046084,2.200382492961511,0.126685644391205,0.0
2.0,4.988371973144161,37.02759928043359,7.894780870993562,2.709713044740282,17.04081632653061
3.0,8.961674224473938,30.45818992081187,19.55827449790884,22.88392124144616,17.04081632653061
4.0,11.916455937922128,34.84039068591313,37.32797040419936,89.20221911536494,17.04081632653061
5.0,12.580053813163431,37.03717255130894,58.16284815438131,206.81176871007776,17.04081632653061
6.0,11.425458869513504,39.62190109929062,78.45160605087935,349.61302693672366,17.04081632653061
7.0,9.42725806498084,44.1745698335648,95.9765309874497,489.0196357593948,17.04081632653061
8.0,7.261048482116555,51.25758334994672,109.94854564544856,608.4666855907725,0.0
9.0,5.314589433638116,49.53678242399757,120.41278648298837,701.9356498165585,0.0
10.0,3.864166905680257,44.10139357151434,128.03938655086029,771.8164492794015,0.0
11.0,2.793086596716929,40.1605794521544,133.56954670527574,823.2980027038677,0.0
12.0,2.007452603973621,37.32023770896177,137.55582192807515,860.7887955412502,0.0
13.0,1.436198139885796,35.2836040652659,140.41438051763683,887.8549193392146,0.0
14.0,1.023945947342565,33.82914719873361,142.45595462091137,907.272589700129,0.0
0.0,0.9132653061224488,65.51020408163265,0.0,0.0,0.0
1.0,2.268700003075957,63.99548061319936,2.266481007500602,0.1013702250456762,12.755102040816324
2.0,4.852817605190676,68.31974239376322,7.481108061218053,2.1058490748674403,12.755102040816324
3.0,8.03020144985266,74.55355398322388,17.23816542368565,16.59441652082327,12.755102040816324
4.0,9.849429257100594,78.10924118523516,31.00161642185615,62.97895653051971,12.755102040816324
5.0,9.41700644818678,80.97932389280727,45.79045669201285,141.93107867311176,12.755102040816324
6.0,7.520062556504349,85.12202366785418,58.67502859375343,230.2050203966937,12.755102040816324
7.0,5.260973437955173,91.439862636109,68.30515125033189,305.7669497866212,12.755102040816324
8.0,3.344908565936372,99.900706432951,74.72906732624747,360.0731727576222,12.755102040816324
9.0,2.0025458697630176,110.0072728438019,78.69091157515295,394.9735315102163,0.0
10.0,1.1628548044785942,113.2635748496598,81.02465134943674,416.0051240570907,0.0
11.0,0.6681238524519214,112.3626417581054,82.37227425825185,428.30285971623033,0.0
12.0,0.3817906954042855,111.84642723137338,83.1444344589161,435.3986662484396,0.0
13.0,0.2175108950812728,111.55190341588812,83.58498751213965,439.46310823492814,0.0
14.0,0.1237074813855766,111.38425266447108,83.83576220973902,441.7818145495612,0.0
0.0,0.9540816326530612,47.55102040816327,0.0,0.0,0.0
1.0,2.367342281659226,45.8922067054614,2.552386950076697,0.1976090037256626,19.48979591836735
2.0,5.027991030327787,44.4834870148573,8.392360008279711,3.3927702387124063,19.48979591836735
3.0,8.465589732275065,56.84737786538536,19.35582388537178,23.636949194399804,19.48979591836735
4.0,10.977214084733218,65.89953771295528,35.41186190998785,85.44917827364986,19.48979591836735
5.0,11.298221524962116,73.4105232772496,53.836957553515546,192.50718606697797,19.48979591836735
6.0,9.665324913154048,81.68717394241027,71.08313629584738,317.79233973405417,19.48979591836735
7.0,7.141607212815919,92.26539526705966,84.78848500743933,430.2661527934913,19.48979591836735
8.0,4.770577720546938,105.50217629618813,94.40449986949466,514.6981721858238,19.48979591836735
9.0,3.0208431828807,120.93059981792972,100.64975894259464,571.6594039805899,0.0
10.0,1.8677986607649288,123.3640388967564,104.55422151379533,608.0504186881034,0.0
11.0,1.1428102738448511,121.80239343360144,106.95550768745558,630.7055391847287,0.0
12.0,0.6950128093663546,120.84980527546172,108.42027414285872,644.6239133496756,0.0
13.0,0.4211774265021741,120.27152393275526,109.30948263721103,653.1090738546142,0.0
14.0,0.2546938298816966,119.92145882187592,109.84776964772038,658.2585534546254,0.0
0.0,0.7091836734693877,63.87755102040816,0.0,0.0,0.0
1.0,2.031120047613229,62.7997973773388,1.6612988084468303,0.0681559838030328,0.0
2.0,5.0607865396963145,59.92744499260717,6.088987259959261,1.809073710788191,18.6734693877551
3.0,9.811731190638346,60.14026939943034,15.746803690207084,18.894057657289583,18.6734693877551
4.0,13.705226987387707,68.61093962182483,31.47358567363868,87.87411848503078,18.6734693877551
5.0,14.11094751309537,75.17149181152776,50.14323937382536,222.15306394539576,18.6734693877551
6.0,11.495394691205163,82.79264413672342,67.1771767925946,380.1302377633172,18.6734693877551
7.0,7.844975652540778,93.22579734587684,79.87642582688726,514.2524370799309,18.6734693877551
8.0,4.758585473852402,106.60270419078677,88.03847016923935,606.4384514608811,0.0
9.0,2.746166858492201,104.05208801365085,92.85156193453584,662.7223667936963,0.0
10.0,1.5624130281404758,102.2626939458606,95.6089760471386,695.555548054108,0.0
11.0,0.8826520025943043,101.24826415555845,97.1721988730927,714.351100475548,0.0
12.0,0.496823032931045,100.67625763219442,98.05365672810824,725.0061572878042,0.0
13.0,0.2791089499380181,100.35460727550736,98.54931865816886,731.0154172257579,0.0
14.0,0.1566367060258852,100.17400749483134,98.82762255437292,734.395042279861,0.0
0.0,0.5051020408163265,45.10204081632653,0.0,0.0,0.0
1.0,1.5395095794355145,44.32554935069983,1.499847102362348,0.0523875912045667,0.0
2.0,4.170322326771822,42.09780125798637,5.803065059063494,1.0849335710743253,18.06122448979592
3.0,8.872307890111077,48.21160619101941,16.06512088809116,12.397227255057013,18.06122448979592
4.0,13.492753111350268,56.83439327644384,34.29292329340938,66.70721155080555,18.06122448979592
5.0,14.946517948610614,62.79896168360311,57.65182970890164,188.80699893000047,18.06122448979592
6.0,13.044323492488331,69.0323479779723,80.48997704156366,348.628846772129,18.06122448979592
7.0,9.38840829027414,77.6995411599223,98.6273814881257,496.08738150173247,18.06122448979592
8.0,5.64549552050192,89.55116481418871,110.61549927737116,601.4153982598878,18.06122448979592
9.0,2.9742752841713527,104.11646694207596,117.36409711236269,663.0960593211578,18.06122448979592
10.0,1.4758636693661418,120.39314375571296,120.80877510725404,695.1996723973907,0.0
11.0,0.7192374603146248,121.5440388378647,122.50076704100492,711.1167021937663,0.0
12.0,0.3489000392746019,121.11783445744182,123.32342969062344,718.8884764897649,0.0
13.0,0.1688870733719879,120.91131348589892,123.72205830717552,722.6619862234576,0.0
14.0,0.0816666440022619,120.8113993720039,123.91491353241597,724.4893742827281,0.0
0.0,0.8112244897959184,41.0204081632653,0.0,0.0,0.0
1.0,2.435858405511861,39.76317528737375,2.488304429432778,0.1639102116690734,16.020408163265305
2.0,5.961413488526969,49.44862331575384,9.201525295257095,3.8162534234110383,16.020408163265305
3.0,10.42636474501128,58.53397348094333,22.922914190168047,31.58840454920204,16.020408163265305
4.0,12.79723266806944,64.55156958910726,42.711921774691525,114.39074843849652,16.020408163265305
5.0,11.990451310009338,69.94445269486563,63.735468508291376,241.3088462821016,16.020408163265305
6.0,9.219196995695562,76.95590953958703,81.5560504006724,370.4678011577989,16.020408163265305
7.0,6.006234572258977,86.58218679090731,94.20340317822532,471.1031059119348,16.020408163265305
8.0,3.437115573746232,98.69403791602484,101.9338301743324,535.6510464509408,16.020408163265305
9.0,1.829965729665929,112.55931574547742,106.1960070963081,572.128189881369,16.020408163265305
10.0,0.9461302517795804,127.44989304320484,108.43033224571111,591.4918214759558,0.0
11.0,0.4839226222384316,139.45760038772522,109.57902313526031,601.5111889632029,0.0
12.0,0.246555080124136,139.16110431744187,110.16533036894172,606.6413906815634,0.0
13.0,0.1253995058246693,139.01016816204165,110.46379979506132,609.2569591728045,0.0
14.0,0.063725743226018,138.93343756461462,110.61553112855547,610.5876432724958,0.0
0.0,0.5561224489795918,36.93877551020408,0.0,0.0,0.0
1.0,1.4257427421108804,36.17608107215249,1.5183831297264283,0.0505855307401332,0.0
2.0,3.3432933783312624,34.30795593879786,5.237664340994536,0.7731813124812714,14.79591836734694
3.0,6.6284768975394135,32.40937296108588,13.227504908739592,7.184421272127962,14.79591836734694
4.0,10.4461174666061,40.1675611223837,27.238238354729056,37.25298009873588,14.79591836734694
5.0,13.06205208865169,45.17128689028889,46.72874279001649,115.1935842742996,14.79591836734694
6.0,13.606463927585786,48.86730102835964,68.81986352619273,242.32338018719167,14.79591836734694
7.0,12.46234608131146,52.8591162556128,90.32062048197646,394.73911488863234,14.79591836734694
8.0,10.385803560623968,58.22235790233503,109.09064388778134,545.1012315383621,14.79591836734694
9.0,7.945368526273156,65.47106471879752,124.10742826977872,674.650318014126,14.79591836734694
10.0,5.485308584405903,74.75402201416783,135.07559840644768,773.6935723337805,0.0
11.0,3.5750719942868177,71.84620132386978,142.3634752724604,841.3285038140069,0.0
12.0,2.370530066085736,69.4383626932422,147.15387572687197,886.4955483862935,0.0
13.0,1.5898761954124825,67.83265629249838,150.34849804663463,916.9128576810516,0.0
14.0,1.0741649177874006,66.75175770438237,152.4990240834168,937.5175526384209,0.0
0.0,0.6581632653061225,35.30612244897959,0.0,0.0,0.0
1.0,1.685321229352324,34.17701287970345,1.6907176376655193,0.0915554388125294,0.0
2.0,3.8508270529947928,31.45037253589945,5.773910042206273,1.4366858757504155,15.0
3.0,7.220189710401732,36.552350216996096,14.178261769173828,11.928970502230491,15.0
4.0,10.576576422001322,42.3302691618333,27.98477279498128,53.67457630212952,15.0
5.0,12.33718107549764,45.3855387574456,45.865270359254026,146.1927370451157,15.0
6.0,12.172890010167036,47.64962182660855,64.9289791631562,280.04669851927497,15.0
7.0,10.721396732669987,50.81117335898369,82.64832060799844,428.060670855728,15.0
8.0,8.697922274897833,55.80825890807329,97.61916670072311,566.6052658898965,0.0
9.0,6.550454396733091,61.29242873124736,109.34101112134148,682.1106352455298,0.0
10.0,4.814264956820509,55.50312353915039,118.00481802274926,770.8251180076209,0.0
11.0,3.55685819858454,51.23516895292121,124.39240823684412,837.8042548390449,0.0
12.0,2.628179025105676,48.08123391278078,129.1130420005869,888.0843487843646,0.0
13.0,1.9389506067955613,45.75249238850651,132.59877665246637,925.6076691649102,0.0
14.0,1.4277951086179823,44.03606197144599,135.1681075041741,953.4701546514614,0.0
0.0,0.6071428571428571,59.79591836734694,0.0,0.0,0.0
1.0,1.704916153784669,58.92682483341649,1.5195748146028738,0.0454423452358374,16.42857142857143
2.0,4.247868088374872,68.029602205082,5.534078736329199,1.1013957732707498,16.42857142857143
3.0,8.283424816314591,79.41939529284414,14.34267262512248,11.683792867331864,16.42857142857143
4.0,11.55107021979292,87.63477063072462,28.699577101254164,56.45241865774136,16.42857142857143
5.0,11.946885496405434,94.31293654560272,45.74277964198039,146.59492034354986,16.42857142857143
6.0,10.05368020938228,101.70249720709306,61.54190183971102,256.76227566297626,16.42857142857143
7.0,7.439991313957908,111.01790509610508,73.97438100140312,357.042961240522,16.42857142857143
8.0,5.102622058690177,122.38537697936913,82.81986886234498,434.29519153866727,16.42857142857143
9.0,3.3504012840129023,135.419508052179,88.75222772461386,488.4943856651632,0.0
10.0,2.1456734894040617,147.46618990364215,92.59822095273498,524.5699907625919,0.0
11.0,1.3543320777174386,146.0671505483476,95.04314887846118,547.8640170424655,0.0
12.0,0.8474062834159186,145.18792191466025,96.57967691012072,562.6401568767717,0.0
13.0,0.5274006136363352,144.6392658186537,97.53850241594792,571.9132370136097,0.0
14.0,0.3271685272912421,144.2983612296959,98.13426493027002,577.6950160457868,0.0
0.0,0.8928571428571428,30.40816326530612,0.0,0.0,0.0
1.0,2.3350802322236013,28.89909967032107,2.074756943107576,0.1684018704459252,0.0
2.0,5.2557023533384495,25.24756662809376,7.095935288897512,2.606331206432606,19.285714285714285
